timestamp	file	round	quality	density	status	description
2026-04-01 16:49:08	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\chain-builder\bld_quality_gate_chain.md	1	8.8	0.98	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:08	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\chain-builder\bld_system_prompt_chain.md	1	8.8	0.88	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:09	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\checkpoint-builder\bld_quality_gate_checkpoint.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:09	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\checkpoint-builder\bld_system_prompt_checkpoint.md	1	8.8	0.92	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:10	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\chunk-strategy-builder\bld_quality_gate_chunk_strategy.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:10	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\chunk-strategy-builder\bld_system_prompt_chunk_strategy.md	1	8.7	0.81	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:11	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\cli-tool-builder\bld_quality_gate_cli_tool.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:11	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\cli-tool-builder\bld_system_prompt_cli_tool.md	1	8.8	0.90	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:12	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\code-executor-builder\bld_quality_gate_code_executor.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:12	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\code-executor-builder\bld_system_prompt_code_executor.md	1	8.7	0.91	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:13	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\component-map-builder\bld_quality_gate_component_map.md	1	8.8	0.99	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:14	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\component-map-builder\bld_system_prompt_component_map.md	1	8.8	0.82	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:14	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\computer-use-builder\bld_quality_gate_computer_use.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:15	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\computer-use-builder\bld_system_prompt_computer_use.md	1	8.7	0.89	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:15	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\constraint-spec-builder\bld_quality_gate_constraint_spec.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:16	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\constraint-spec-builder\bld_system_prompt_constraint_spec.md	1	8.7	0.82	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:16	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\content-monetization-builder\bld_quality_gate_content_monetization.md	1	8.9	1.00	keep	analyzed: add_hard_gates: quality gates need hard pass/fail checks
2026-04-01 16:49:17	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\content-monetization-builder\bld_system_prompt_content_monetization.md	1	8.8	0.94	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:17	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\context-doc-builder\bld_quality_gate_context_doc.md	1	8.8	0.98	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:18	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\context-doc-builder\bld_system_prompt_context_doc.md	1	8.8	0.83	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:18	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\daemon-builder\bld_quality_gate_daemon.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:19	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\daemon-builder\bld_system_prompt_daemon.md	1	8.8	0.75	keep	analyzed: increase_density: remove filler words, compress prose into tables
2026-04-01 16:49:19	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\dag-builder\bld_quality_gate_dag.md	1	8.8	0.99	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:20	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\dag-builder\bld_system_prompt_dag.md	1	8.8	0.79	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:21	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\db-connector-builder\bld_quality_gate_db_connector.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:21	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\db-connector-builder\bld_system_prompt_db_connector.md	1	8.8	0.90	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:22	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\decision-record-builder\bld_quality_gate_decision_record.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:22	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\decision-record-builder\bld_system_prompt_decision_record.md	1	8.8	0.96	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:23	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\diagram-builder\bld_quality_gate_diagram.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:23	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\diagram-builder\bld_system_prompt_diagram.md	1	8.8	0.82	keep	analyzed: increase_density: remove filler words, compress prose into tables
2026-04-01 16:49:24	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\dispatch-rule-builder\bld_quality_gate_dispatch_rule.md	1	8.8	0.99	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:24	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\dispatch-rule-builder\bld_system_prompt_dispatch_rule.md	1	8.8	0.77	keep	analyzed: increase_density: remove filler words, compress prose into tables
2026-04-01 16:49:25	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_architecture_document_loader.md	1	8.9	1.00	keep	added density_score: 1.0
2026-04-01 16:49:25	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_collaboration_document_loader.md	1	8.9	1.00	keep	added density_score: 1.0
2026-04-01 16:49:26	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_config_document_loader.md	1	8.8	1.00	keep	added density_score: 1.0
2026-04-01 16:49:26	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_examples_document_loader.md	1	8.9	1.00	keep	added density_score: 1.0
2026-04-01 16:49:27	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_instruction_document_loader.md	1	8.8	0.86	keep	added density_score: 0.86
2026-04-01 16:49:28	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_knowledge_card_document_loader.md	1	8.9	1.00	keep	added density_score: 1.0
2026-04-01 16:49:28	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_memory_document_loader.md	1	8.8	0.99	keep	added density_score: 0.99
2026-04-01 16:49:29	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_output_template_document_loader.md	1	8.8	1.00	keep	added density_score: 1.0
2026-04-01 16:49:29	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_quality_gate_document_loader.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:30	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_system_prompt_document_loader.md	1	8.8	0.95	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:30	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\document-loader-builder\bld_tools_document_loader.md	1	8.8	1.00	keep	added density_score: 1.0
2026-04-01 16:49:31	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\e2e-eval-builder\bld_quality_gate_e2e_eval.md	1	8.8	0.99	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:31	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\e2e-eval-builder\bld_system_prompt_e2e_eval.md	1	8.8	0.78	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:32	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\effort-profile-builder\bld_quality_gate_effort_profile.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:32	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\effort-profile-builder\bld_system_prompt_effort_profile.md	1	8.7	0.81	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:33	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\embedding-config-builder\bld_quality_gate_embedding_config.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:34	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\embedding-config-builder\bld_system_prompt_embedding_config.md	1	8.8	0.80	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:34	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\entity-memory-builder\bld_quality_gate_entity_memory.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:35	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\entity-memory-builder\bld_system_prompt_entity_memory.md	1	8.8	1.00	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:35	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\enum-def-builder\bld_quality_gate_enum_def.md	1	8.8	0.98	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:36	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\enum-def-builder\bld_system_prompt_enum_def.md	1	8.8	0.95	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:37	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\env-config-builder\bld_quality_gate_env_config.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:37	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\env-config-builder\bld_system_prompt_env_config.md	1	8.8	0.78	keep	analyzed: increase_density: remove filler words, compress prose into tables
2026-04-01 16:49:38	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\eval-dataset-builder\bld_quality_gate_eval_dataset.md	1	8.9	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:38	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\eval-dataset-builder\bld_system_prompt_eval_dataset.md	1	8.9	0.95	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:39	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\fallback-chain-builder\bld_quality_gate_fallback_chain.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:39	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\fallback-chain-builder\bld_system_prompt_fallback_chain.md	1	8.8	0.77	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:40	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\feature-flag-builder\bld_quality_gate_feature_flag.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:40	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\feature-flag-builder\bld_system_prompt_feature_flag.md	1	8.8	0.75	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:41	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\few-shot-example-builder\bld_quality_gate_few_shot_example.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:42	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\few-shot-example-builder\bld_system_prompt_few_shot_example.md	1	8.8	0.77	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:42	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\formatter-builder\bld_quality_gate_formatter.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:43	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\formatter-builder\bld_system_prompt_formatter.md	1	8.8	0.76	keep	analyzed: increase_density: remove filler words, compress prose into tables
2026-04-01 16:49:43	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\function-def-builder\bld_quality_gate_function_def.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:44	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\function-def-builder\bld_system_prompt_function_def.md	1	8.8	0.91	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:44	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\glossary-entry-builder\bld_quality_gate_glossary_entry.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:45	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\glossary-entry-builder\bld_system_prompt_glossary_entry.md	1	8.8	0.75	keep	analyzed: increase_density: remove filler words, compress prose into tables
2026-04-01 16:49:46	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\golden-test-builder\bld_quality_gate_golden_test.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:46	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\golden-test-builder\bld_system_prompt_golden_test.md	1	8.8	0.74	keep	analyzed: increase_density: remove filler words, compress prose into tables
2026-04-01 16:49:47	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\guardrail-builder\bld_quality_gate_guardrail.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:47	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\guardrail-builder\bld_system_prompt_guardrail.md	1	8.8	0.74	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:48	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\handoff-builder\bld_quality_gate_handoff.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:48	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\handoff-builder\bld_system_prompt_handoff.md	1	8.8	0.82	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:49	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\handoff-protocol-builder\bld_quality_gate_handoff_protocol.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:49	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\handoff-protocol-builder\bld_system_prompt_handoff_protocol.md	1	8.7	0.83	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:50	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\hook-builder\bld_quality_gate_hook.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:50	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\hook-builder\bld_system_prompt_hook.md	1	8.8	0.78	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:51	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\hook-config-builder\bld_quality_gate_hook_config.md	1	8.8	1.00	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:51	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\hook-config-builder\bld_system_prompt_hook_config.md	1	8.7	0.81	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:52	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\input-schema-builder\bld_quality_gate_input_schema.md	1	8.8	0.99	keep	polished formatting (whitespace cleanup)
2026-04-01 16:49:52	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\input-schema-builder\bld_system_prompt_input_schema.md	1	8.8	0.75	keep	analyzed: reduce_prose: convert long prose sections into tables or bullet lists
2026-04-01 16:49:53	C:\Users\PC\Documents\GitHub\cex\archetypes\builders\instruction-builder\bld_quality_gate_instruction.md	1	8.8	0.99	keep	polished formatting (whitespace cleanup)
